# star HD number, 136352
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
14246.9322518,2.54149183925,0.894334,j
14247.9341665,2.21142173917,0.8742043,j
14248.893808,5.15349077048,1.4850959,j
14251.843079,7.69468858175,1.3294923,j
14255.8275846,7.72297094514,0.9094641,j
14277.774491,4.97306925077,1.3510077,j
14278.78728,7.4452097223,1.4121239,j
14279.789444,6.03573373205,1.3777786,j
14304.7458668,-2.46727474997,0.7765633,j
14305.7391588,-3.29173594303,0.7245212,j
14306.798194,-0.956362729806,1.1194428,j
14307.7827951,-3.10678032683,0.6579346,j
14308.7866372,-0.398281818061,0.6717572,j
14309.7983663,-0.311452349759,0.6442827,j
14310.793177,-2.21634863052,0.6780198,j
14311.7852168,-0.66030919003,0.6688623,j
14312.7834748,-2.53522761499,0.711531,j
14313.7866111,-0.517188101778,0.7110043,j
14314.7879868,-5.77893395631,0.7201476,j
15015.854724,-1.34807740991,1.5469311,j
15286.038758,-1.0005910495,1.5429506,j
16145.760722,-7.32154210819,1.3115886,j
16880.75153,-4.4973919835,1.4652042,j

