# star HD number, 185144
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
8376.96301409,1.98142814636,3.0733776,p
8846.90158432,-2.3246846199,5.3204446,p
8906.6709,-7.55000019073,7.6999998,p
9200.88955678,2.08625841141,5.7592769,p
9623.70254309,3.53616571426,4.7528291,p
9894.8585,-1.22000002861,13.4200001,l
9914.93401941,1.14686465263,0.947444,l
10089.57324,2.34999990463,1.61,l
10299.86816,-7.09999990463,1.5500001,l
10299.96484,-1.16999995708,1.34,l
10300.69629,-5.61000013351,1.23,l
10300.95508,-9.31999969482,1.22,l
10326.80664,-5.53000020981,1.2999998,l
10505.08106,-1.76999998093,3.22,l
10602.038345,0.596094836875,1.1852773,k
10602.984028,-1.37695051225,0.831898,k
10603.950556,-5.42707563432,1.0550717,k
10605.020625,-3.85129285844,0.9981365,k
10606.0893868,-4.95782960535,0.7776321,k
10606.959329,-6.98760725053,1.199204,k
10610.125,-1.45052076371,0.9131189,k
10611.00195,-0.300000011921,2.95,l
10611.99414,2.15000009537,1.66,l
10613.98242,-5.01000022888,1.54,l
10640.90332,2.58999991417,1.27,l
10645.92871,1.49000000954,1.5500001,l
10655.92773,-8.02000045776,1.54,l
10666.82822,-4.99172302338,0.3004113,k
10681.91504,-2.81500005722,0.933381,l
10767.5956983,-2.51850986481,1.6784621,l
11364.86523,-9.81999969482,2.0899999,l
11369.8991113,-4.40366872592,0.5825655,k
11371.0282695,-1.37300095153,0.4154215,k
11372.0028985,-2.09321992631,0.2407741,k
11372.9931516,-3.57319844943,0.1833551,k
11373.816331,-1.46472669633,1.3095218,k
11706.065799,-2.14674116166,1.0281211,k
12031.019931,-0.464764843301,1.3299279,k
12098.998438,2.37079118697,1.2948833,k
12446.133785,1.58070634811,1.076937,k
12536.849259,-2.76076246293,1.4285402,k
12776.087847,-3.3580448726,1.371002,k
12833.886319,0.321024646445,1.2081306,k
13154.094213,1.77436326949,1.2978361,k
13237.752863,1.57194594722,0.149051,j
13238.8461792,2.38002988174,0.3507822,j
13239.8668411,1.81262386907,0.3549176,j
13240.9021986,3.02151541389,0.3299093,j
13301.6857053,1.244201956,0.7115923,j
13302.7913884,-0.750354402982,0.6949242,j
13303.7285938,-0.312474514129,0.9390007,j
13338.6791308,1.05297400958,0.538735,j
13339.6972909,-1.04606153778,1.1233891,j
13479.1450274,0.285394253737,0.7362758,j
13480.1065933,1.76886710203,0.6076191,j
13547.1065632,0.654406889779,0.3761151,j
13548.0410066,0.610969492958,0.3900372,j
13549.117916,0.0864891587734,0.4848663,j
13550.0126222,1.89969763611,0.3571638,j
13552.0165054,-2.89801356662,0.4491977,j
13570.8909584,-1.21882375578,0.5299795,j
13602.9330478,1.78611936678,0.404081,j
13603.7239094,1.76138407132,0.4763134,j
13604.9095073,1.8606931478,0.5005652,j
13693.6959117,0.49182019794,0.6361666,j
13694.6835898,-1.49035363423,0.5538859,j
13695.6827366,-0.539156191073,0.7526159,j
13696.6823888,0.184108921778,0.5810472,j
13926.0060691,2.36368429287,0.5160176,j
13926.8837213,1.90415929646,0.5077001,j
13927.9028766,2.97367958058,0.5200821,j
13931.0305101,0.546915940759,0.4113556,j
13931.987517,0.344720409528,0.5143477,j
13932.8848999,0.825869023853,0.5287778,j
13934.8976206,2.07921291215,0.523971,j
13960.883339,2.81355214495,0.4806223,j
13961.8924134,3.69056492339,0.4853665,j
13968.9751708,0.732122828347,0.4746609,j
13981.8121132,1.00264843194,0.4646507,j
13982.9091406,-1.42907049093,0.4536387,j
13983.8074601,1.5396305628,0.4475794,j
13984.9142478,-0.885155094631,0.4605621,j
14085.7305019,3.0475416473,0.5472683,j
14247.1289954,1.56730070802,0.6633762,j
14248.0765637,1.58397983765,0.6532909,j
14249.1073076,1.18361021976,0.5075871,j
14250.029755,-2.34143554208,0.5028681,j
14252.0754241,1.41491253276,0.4963074,j
14256.0509011,3.33524297289,0.6546242,j
14279.014433,-1.14794724923,0.5207714,j
14285.9355831,0.412198315,0.5799826,j
14295.0068554,2.2857244193,0.5860124,j
14305.0473803,0.596997824617,0.6404288,j
14306.031991,0.886870658797,0.5720896,j
14307.0464605,0.296020126981,0.5948806,j
14308.0951637,0.283675727891,0.5391908,j
14309.0770895,-0.20006096547,0.5494315,j
14310.0705178,0.846020429473,0.5107536,j
14311.051984,2.05138977882,0.5260872,j
14312.0451486,2.07789972613,0.5881865,j
14313.038649,-0.588775624616,0.5880099,j
14314.0216376,0.226032874247,0.5517183,j
14315.0759523,0.115721278191,0.5650035,j
14318.8871585,4.65386042679,0.507173,j
14335.9019991,0.808786295941,0.4963442,j
14338.9687627,-1.53916716774,0.4601706,j
14339.9059912,-1.22447048474,0.5289919,j
14343.8247451,1.01781977632,0.4896225,j
14396.7414272,1.59640367115,0.6359642,j
14397.7726293,-1.27096349607,0.6777138,j
14398.7702057,-0.789244511785,0.6818407,j
14546.1459759,-0.318036972385,0.7332833,j
14547.1523442,2.10707471671,0.5278925,j
14548.1461279,2.14874923358,0.7995664,j
14549.125856,0.492413585658,1.252607,j
14602.973889,0.329823239288,1.0743246,j
14603.981238,1.14185500142,1.0660764,j
14634.035764,-1.28532074165,1.0275384,j
14634.9506641,1.4759382964,0.6896327,j
14636.0042873,1.19054901546,0.631866,j
14637.0315305,-2.19819423207,0.7502592,j
14637.990185,0.191087527571,0.9663639,j
14639.0302708,0.110952324144,0.6675652,j
14640.0732579,-0.901932045699,0.6824937,j
14640.9845471,2.74175746133,0.8069524,j
14642.0139655,0.567173107348,0.7536654,j
14644.134825,-0.586528667175,0.7084738,j
14674.9833956,-1.91361922763,0.6134948,j
14688.9073863,-0.384416395788,0.7454509,j
14689.9248208,-1.84436237308,0.6620461,j
14717.8686841,-4.68080464463,0.5988061,j
14718.9255423,0.337882694264,0.5338971,j
14719.9265672,-0.763722237013,0.6005895,j
14720.8760201,-0.629314573031,0.5729559,j
14721.8901105,-2.01943182458,0.552911,j
14722.8025558,-2.07883210291,0.5811798,j
14723.8215224,-0.292326953832,0.5165963,j
14724.8535132,-1.91457480033,0.529084,j
14725.8078231,2.09491603706,0.5544564,j
14726.8406008,-0.18231347376,0.5551093,j
14727.850139,-1.9923372795,1.0036424,j
14779.7987651,-1.73674971867,0.7804281,j
14928.1474704,-4.10295155831,0.7235804,j
14929.1406112,-2.75043529783,0.7815109,j
14930.1007142,-0.644868789203,0.7976497,j
14956.0524515,1.10196468509,0.6140113,j
14957.0471259,0.160399464747,0.6628045,j
14984.1071143,-4.34209936126,0.5225933,j
14985.0791506,-2.6711168925,0.5657451,j
14989.0350362,-2.5137448532,0.5488273,j
14995.1246343,-4.15425413742,0.5627939,j
15014.8686287,-2.09036693801,0.5686588,j
15015.959772,-0.624720156118,0.5517861,j
15017.0869073,1.04297403221,0.587033,j
15019.0479461,1.34247355757,0.627744,j
15042.9963308,-1.63798074622,0.6036712,j
15043.8837958,-2.20059886992,0.5969638,j
15073.9554112,-3.75941843427,0.5301619,j
15107.714467,-2.37308691724,1.1714401,j
15135.8450321,-6.69489726375,0.7792162,j
15170.7064522,-1.09268065768,0.8037209,j
15196.6926985,-0.927683799052,0.7387131,j
15197.701696,-1.03376818691,0.8213736,j
15198.691185,-0.245664350568,0.7779481,j
15261.1686877,2.05281277792,0.5723688,j
15285.1565058,-3.88880479849,0.6989051,j
15286.1482603,-5.49250060809,0.735929,j
15290.1297862,-3.82088816121,0.692842,j
15312.1384334,-2.6020247043,0.6810789,j
15313.1294811,-2.00767347043,0.6248313,j
15319.0490315,-4.75056636014,0.7421418,j
15322.0624428,-1.00723380831,0.6175665,j
15343.091042,0.843120069419,0.5813576,j
15344.1229804,-1.57504209907,0.5910313,j
15344.9860119,-0.393518022799,0.5781268,j
15374.0855777,-5.02367104936,0.6191928,j
15375.0556425,-0.346107559296,0.5522541,j
15376.1277119,-1.28450450274,0.5728012,j
15395.9843807,-2.53399989891,0.7086389,j
15404.949438,-3.9957314115,1.1193961,j
15427.7317476,0.135674099115,0.5156091,j
15428.7246869,0.76474129679,0.5174761,j
15431.7214536,1.97790606353,0.5524621,j
15432.7196749,0.0310629229833,0.5203477,j
15434.7189591,-1.36845541418,0.5321861,j
15436.7188354,-1.30976367569,0.5753562,j
15437.718877,-0.199024032013,0.5638142,j
15438.717441,-0.696247432004,0.58652,j
15440.7169205,1.1517982042,0.5340119,j
15455.7424425,-2.23858594181,0.5495951,j
15455.8874121,-2.54876925981,0.5317911,j
15464.7014846,-1.3382570259,0.5666648,j
15465.7040976,-2.5370341875,0.562973,j
15466.702496,-2.04365936648,0.5701182,j
15467.697917,-0.85024131411,0.5423838,j
15468.6984134,-2.0433953445,0.5614543,j
15469.6973531,-2.87098995423,0.6852675,j
15470.7526624,-3.53598475264,0.2085897,j
15471.7928918,-0.893310888417,0.5917578,j
15486.7723953,1.20288124727,0.6741392,j
15490.8599007,-0.509092907452,0.7033403,j
15522.6782745,0.10477129007,0.7553779,j
15526.6789066,2.54412117329,0.7077705,j
15634.1528967,-2.28805737218,0.7502734,j
15635.165228,1.12813660247,0.7665209,j
15636.1638819,0.607438455888,0.6922044,j
15668.1449782,2.37445292452,0.6379071,j
15671.14057,1.00115418392,0.6746185,j
15672.140283,1.56445287461,0.6649089,j
15673.1411383,2.09599714932,0.6544068,j
15700.1301641,2.46798317402,0.6018539,j
15704.1269367,-1.41280571804,0.6066793,j
15705.1300696,-1.83500646372,0.5954246,j
15706.1320672,0.521075089514,0.5950823,j
15723.1284621,-0.100147600541,0.5278613,j
15724.1264745,-0.098520009055,0.5540879,j
15726.0771922,-1.14612193546,0.5816085,j
15727.1327437,0.32360614254,0.530223,j
15729.1216821,-0.552574749523,0.6155242,j
15731.8981977,3.1712582995,0.4770604,j
15735.1293305,3.17470657048,0.5144469,j
15753.0007453,0.738017189849,0.6782502,j
15782.8294166,-0.914086034731,0.6139076,j
15795.8034565,2.41138751073,0.5619227,j
15806.7191553,0.200030195326,0.6189572,j
15807.7147116,1.12196769955,0.5536352,j
15810.7138978,3.39192641759,0.5073047,j
15841.8836531,0.633184641458,0.7573817,j
15842.732346,1.19013495261,1.3838061,j
15853.6865296,2.65660380383,0.6618053,j
15877.7428625,-3.34082573243,0.8196936,j
15901.6801777,1.36514603926,0.7718105,j
15902.6814346,0.799865283157,0.8358431,j
15995.1670454,1.72110792972,0.8571322,j
15997.15595,0.155948118959,1.3571876,j
16000.1678667,2.42852576908,0.770787,j
16019.161104,2.65056412871,0.7836553,j
16028.1502462,1.95646186664,0.6604997,j
16074.1196762,2.33322606158,0.6667527,j
16075.1243867,-0.902989595252,0.5894858,j
16076.1235559,2.92614220333,0.5519888,j
16110.135466,-1.90518360167,0.5810968,j
16134.1095855,0.83002647677,0.5944315,j
16148.7966827,0.341531231378,0.6160508,j
16177.7134564,-2.95842064071,0.5553841,j
16196.6993616,3.97308450647,0.5678329,j
16437.1167081,2.96607591223,0.5401171,j
16449.1172083,0.813756176159,0.5697782,j
16450.1296835,2.214909441,0.5725799,j
16452.0324971,2.70512326685,0.5401379,j
16475.1226117,1.36954069075,0.5742989,j
16506.843751,3.37116479721,0.4939871,j
16507.7832751,2.66995924408,0.6133943,j
16512.7592956,2.0767303597,0.590972,j
16513.7657277,4.21485258599,0.3958863,j
16518.7267811,1.64939237097,0.567908,j
