# star HD number, 210302
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
11342.072315,10.1629659842,4.9014788,k
11370.044201,-10.0723779489,5.4406414,k
11705.082477,25.3975012015,5.0730419,k
12063.089329,27.1764166067,5.5054593,k
12101.987512,-37.1855905344,5.3345466,k
12242.692639,-13.9545495798,5.3758454,k
12487.984572,-16.1634347727,5.3187881,k
12538.790046,19.078745098,4.5920973,k
12807.078588,-11.1011255075,5.2306046,k
12849.983032,-24.3461511423,4.9053679,k
13196.99309,-31.6064813425,5.0381794,k
13552.1174693,4.63545910629,1.564381,j
13603.968768,0.460857970182,1.922794,j
13927.0199301,-0.0750335035371,1.8806496,j
13981.8423416,-14.9573999778,1.8226448,j
14083.7213099,-4.89808090211,1.9425721,j
14337.003113,-10.3856491018,3.7479005,j
14635.047836,-0.403304333099,4.1461382,j
14688.978021,-4.36809047745,3.2589774,j
14689.99662,-11.2379132316,3.3370838,j
14717.897697,8.44423593106,3.3800912,j
14718.959873,13.5205998747,3.1109872,j
14719.96662,9.4906159062,3.207828,j
14720.934132,3.12120739246,3.3288646,j
14721.943426,12.6280898076,2.9007342,j
14722.849988,-2.70691539924,3.1492877,j
14723.89537,-6.91532966398,3.1167672,j
14724.923299,8.73995719262,2.818181,j
14725.87581,7.6175941579,3.3448954,j
14726.987882,-10.6170006978,3.1511664,j
14727.92419,11.9702369169,3.2829525,j
14987.127654,9.1151126737,3.5849571,j
15043.059198,-20.1654902549,3.660507,j
15135.762608,-2.14829267313,4.1391897,j
15413.051481,5.41417461835,3.5457976,j
15770.9720183,0.204706453455,2.1509805,j
15904.677449,-8.34659697716,4.0495143,j
16113.139962,12.1263811772,3.2950311,j
16525.098093,-16.5784931651,3.8930979,j
16584.729354,0.436957954502,4.3311381,j
16866.136811,-0.369178436691,3.741327,j

