# star HD number, 191408
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
13237.9222766,-6.17014693388,0.8212944,j
13301.711412,-3.99229662798,1.2750053,j
13546.9817462,-5.71712171782,0.4926085,j
13548.1201739,-7.05748927149,0.7454152,j
13549.0254342,-6.53150964819,0.4506385,j
13549.9544621,-7.81538235093,0.4072994,j
13551.0130683,-6.59895089094,0.414815,j
13551.9677845,-6.96724734931,0.4542953,j
13570.9653472,-7.95463403402,0.5731413,j
13926.0193756,-4.08564587713,0.612169,j
14247.080229,-1.05695905823,0.6961499,j
14248.114722,-2.01611404603,1.0026169,j
14249.12338,-3.6054477004,1.0475012,j
14252.087292,-1.20950793537,1.0826889,j
14256.0784107,0.635375197653,0.8033478,j
14279.03515,0.880406178421,1.0666162,j
14280.039109,1.67625369627,1.0187978,j
14286.031215,0.499681268704,1.2172295,j
14294.995405,-1.21197959693,1.2846884,j
14304.9100214,-2.83934788245,0.8268063,j
14305.9752771,-3.30652331795,0.750984,j
14306.9512589,-3.82110526049,0.7725316,j
14308.0043288,-1.27063925035,0.7594494,j
14308.9722108,1.53994012848,0.8008206,j
14309.968886,2.57606448558,0.7532384,j
14310.960668,1.90969142638,0.7062864,j
14311.9571266,0.551984384512,0.8117275,j
14312.9540785,-2.5778097599,0.8326588,j
14313.9515445,-1.25169401654,0.7952944,j
14314.9551421,0.141188053954,0.7376718,j
14319.0240389,1.92284576762,0.7051396,j
14336.968981,4.02412900867,1.240635,j
14634.989769,2.84402991459,1.2471129,j
14957.10315,2.03467072766,1.243647,j
15016.081665,6.89320376319,1.1180419,j
15026.967852,3.70050046639,1.2159109,j
15318.139604,3.27032956289,1.1629748,j
15345.0884351,7.72698096759,0.6744825,j
15351.1001845,9.79624075862,0.6593125,j
15841.730438,11.6747308997,1.2748578,j
16208.708136,17.8071244396,1.1412677,j
16529.870848,23.4653306701,1.2359494,j
16860.876767,16.1092699598,1.3812988,j
16874.026333,20.3302409629,1.3055749,j
16882.82918,19.721556018,1.2957182,j

