# star HD number, 100623
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
10419.159734,84.5061821938,1.2223171,k
10463.087847,86.6658043861,1.190084,k
10838.030544,87.6614174843,1.073584,k
10862.947986,86.1415352821,1.2082485,k
10982.775602,87.4446053505,2.0075345,k
11172.107037,95.415667057,1.1891713,k
11228.04338,89.7741189003,1.1494437,k
11310.840822,91.0588326454,1.3795379,k
11580.96375,89.8501152992,1.2485657,k
11973.968993,92.3212990761,1.2894628,k
12007.933449,94.6408791542,1.4792701,k
12332.988102,91.0076928139,1.6683817,k
12654.013981,94.0941567421,1.6113755,k
12681.113576,97.8788094521,1.4771092,k
12804.762928,99.7786507607,1.4316393,k
13018.041921,97.4166817665,1.2615269,k
16328.0870654,-2.05562793648,0.4393319,j
16641.121051,-0.450479591182,0.6387026,j
16675.182236,4.07495097471,0.7159569,j

