# star HD number, 182572
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
10366.743333,1.55385801868,1.0181243,k
10603.032361,9.17790434437,0.8077143,k
10665.920498,6.81215117054,1.0015334,k
10688.948576,6.00660917835,0.9387186,k
10689.977199,-1.59021546765,0.8971481,k
10713.740417,0.0801946886034,0.8622302,k
10714.774734,-0.22931458874,0.946534,k
10715.923715,3.62020323353,1.2261401,k
10955.118565,-0.859304212764,0.9042033,k
10984.043438,5.18551085071,1.1250999,k
11009.872315,-1.9186837904,1.0235617,k
11010.886528,3.5157415636,0.8746089,k
11011.884074,1.67009184437,0.9850566,k
11013.942465,-0.379827284053,1.0262811,k
11042.972477,-2.19815614147,0.903823,k
11043.977813,-5.30293824597,0.9484228,k
11050.84669,5.55754301624,0.9421213,k
11068.77272,4.57313749866,0.8925026,k
11069.834039,-5.92078950329,0.9996997,k
11070.84684,-0.283468031123,0.9493595,k
11071.817326,-2.91435029431,0.8664064,k
11072.80787,-5.72038819714,1.0076597,k
11074.788669,1.36773893909,1.003121,k
11075.820637,10.5715811022,1.3217735,k
11342.022743,7.7183172472,1.1566992,k
11367.902465,0.15560362415,1.1482961,k
11368.854734,-3.13525178356,1.0961432,k
11370.013738,-0.698003553584,0.9681249,k
11370.933947,-2.07626893444,0.9723812,k
11372.02515,3.58749601917,0.9608566,k
11373.022859,2.61372587757,0.9594865,k
11373.818576,6.18776915149,1.2047873,k
11410.864549,-11.4347512953,1.2476536,k
11679.086713,4.12863371448,1.0472932,k
11680.118924,-0.465558790401,1.0803641,k
11703.058924,10.7063314684,0.9701745,k
11704.000718,5.01109526233,1.0483816,k
11705.0511,3.07631132679,1.1502038,k
11705.980417,3.30529234485,0.9967328,k
11707.088426,-0.451947950557,1.0003662,k
12096.937708,5.09677336292,1.140152,k
12162.867002,3.26354429798,1.1204184,k
12391.134294,-0.45351960583,1.0944942,k
12488.914317,4.27196714954,1.3709077,k
12573.734016,3.35738585071,1.1973987,k
12713.137118,1.01897642688,1.2472298,k
12806.064028,4.57953856067,1.1520123,k
12833.93809,1.07255766468,1.2781392,k
13154.062801,-1.30537202282,1.0831906,k
13237.9230894,7.77424039769,0.5519144,j
13301.7214,-4.77734207747,1.0672126,j
13546.9511634,-3.04569165155,0.3529269,j
13547.838601,-0.265086258373,0.3508986,j
13549.0110446,-4.23873933316,0.4373598,j
13549.9340214,1.44802320108,0.3954733,j
13550.9853659,-2.53908598262,0.368876,j
13551.9450343,-3.58060787505,0.3969183,j
13570.9825714,0.217026248826,0.4956291,j
13696.6935975,1.58247477985,0.5874733,j
13926.0506364,-5.38260937722,0.5152026,j
13983.7741754,-0.867615647788,0.5085266,j
14084.6958828,0.912374347366,0.7545449,j
14336.997593,1.65502899671,1.0964317,j
14633.934514,3.40314531895,1.112691,j
14634.897014,-0.137203158422,1.0628203,j
14635.923565,2.72420975005,1.0968041,j
14637.040984,-0.173277509076,1.1044996,j
14637.93037,1.61792306376,0.9039354,j
14638.890451,2.68548171507,0.8969218,j
14639.984711,3.81799464319,0.9949068,j
14640.959942,4.79771138879,0.9957228,j
14641.942431,5.14565237617,0.9706205,j
14644.078113,-2.03333823219,1.0314101,j
14688.870718,-2.69323609038,1.0287842,j
14690.027801,-3.9215228653,1.2743722,j
14935.125477,-1.60017962591,1.088195,j
15319.102985,-2.8948061662,1.1627665,j
15708.135997,3.15699466014,1.1476605,j
15841.737424,1.94912916406,1.201094,j
16529.852152,1.8930170247,1.1085716,j
16847.897551,-9.15855316065,1.1312666,j
16878.843586,-2.96852134283,1.3059534,j

