# star HD number, 32923
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
11152.875,0.280000001192,4.02,l
11154.78711,-4.19999980927,4.7600002,l
11173.82324,7.21000003815,5.2400002,l
11174.79004,3.21000003815,3.99,l
11175.84473,-8.28999996185,3.9400001,l
11206.77441,1.62999999523,3.8,l
11468.026,-2.04999995232,2.76,l
11535.86373,18.1599998474,2.9000001,l
11581.68848,-7.11999988556,3.5699999,l
12991.84082,19.1499996185,2.8299999,l
13021.84362,7.86000013351,3.8,l
13281.0293,-6.86000013351,3.1199999,l
13316.93162,1.12999999523,2.4300001,l
13405.73384,6.32000017166,2.6500001,l
13982.050033,-18.0172584929,0.709112,j
13988.96116,0.0,3.4200001,l
14072.79642,-7.21999979019,2.5,l
14073.81017,-6.05000019073,2.7500002,l
14084.0551408,-8.51289039915,0.9254942,j
14099.85748,-8.65999984741,3.23,l
14102.81222,-1.12999999523,2.9799998,l
14129.8398165,-5.96272515778,0.9152257,j
14130.8959964,0.52085876967,0.8992442,j
14131.7538999,-1.60196788423,0.9738997,j
14138.9034758,-0.490300499242,0.9249489,j
14337.97591,-0.00999999977648,2.1199999,l
14344.140058,-12.0121346571,1.3213714,j
14398.065046,-0.059353205814,1.645825,j
14426.95294,-1.58000004292,2.6600001,l
14548.66928,-4.63999986649,2.96,l
14725.122431,-5.59737385778,1.3763332,j
14728.14875,-5.70489607195,1.2690459,j
14783.86756,-0.0299999993294,3.1900003,l
14806.915405,-1.79287347886,1.7136545,j
14810.892292,-8.65938099675,1.7307092,j
14864.971152,3.10199254605,1.6073662,j
14928.736745,2.17248133112,1.8775994,j
14934.718014,7.08058829239,1.58465,j
15076.125533,-10.5940702277,1.3301976,j
15077.119797,-7.42829090804,1.3712088,j
15078.129444,-7.59083561422,1.2201455,j
15079.135491,-11.2093528037,1.3258942,j
15080.141689,-4.29569709671,1.4629934,j
15081.141278,-5.62352343549,1.5067012,j
15082.12524,-6.92384475477,1.4866699,j
15083.127133,-3.50681688028,1.3405604,j
15084.126641,2.04841570533,1.4403893,j
15085.094769,-3.46717182484,1.3108912,j
15110.99399,-7.53903124362,1.7324188,j
15166.8634,12.970000267,2.24,l
15284.759684,8.1826637265,1.6643293,j
15285.710603,6.69005830654,1.6300167,j
15289.795183,0.958219063265,1.5692352,j
15311.716904,-1.0150721887,1.8573364,j
15312.715714,5.59870337029,1.8753216,j
15313.718194,2.19486571779,1.8705943,j
15314.718037,0.880746351597,1.8065594,j
15320.719701,10.3847360735,1.7511178,j
15321.72071,7.32308727281,1.7067226,j
15433.141142,3.69337578776,1.4787629,j
15434.119186,-7.49899844547,1.2945396,j
15472.018284,-8.75818557064,1.5393431,j
15526.933962,-1.39610107461,1.7324282,j
15793.142667,-1.05776003382,1.462963,j
15794.143361,-2.19825381237,1.3324362,j
15796.1399,-2.67393643126,1.4187504,j
15797.141556,-1.66527469924,1.5276932,j
15798.146547,-6.46445070166,1.531206,j
15799.145912,1.15164570617,1.45304,j
15807.139668,-7.28699620416,1.6026411,j
15809.141657,4.45031529915,1.4047865,j
15810.14157,-2.69223029513,1.4826393,j
15811.145094,9.75147578474,1.2768586,j
15812.141974,3.23715328755,1.370443,j
15815.14764,0.8899022174,1.4932792,j
16019.714229,7.35038283163,1.697101,j
16168.136072,6.24700771411,1.5554321,j
16209.069909,4.37014654735,1.7548851,j
16524.145618,3.7701253603,1.5157923,j

