# star HD number, 22484
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
9766.62207,8.06000041962,2.3900001,l
10011.95434,2.99000000954,1.9,l
10031.88672,13.8699998856,2.5999997,l
10086.80664,1.89999997616,3.3299999,l
10325.91602,1.26999998093,2.6300004,l
10441.85059,14.4799995422,2.5999997,l
10682.00879,-0.819999992847,2.29,l
10793.78027,-5.19000005722,2.8800001,l
11130.90332,12.3400001526,3.3299999,l
11174.77344,0.219999998808,3.53,l
11206.70215,9.55000019073,2.77,l
11866.82422,-2.83999991417,3.3799999,l
11881.80469,12.0200004578,2.8699999,l
12195.9954,0.300000011921,2.01,l
12228.90976,7.07000017166,1.96,l
12267.73926,-13.7100000381,2.6099999,l
12553.96483,-2.67000007629,1.7899998,l
12554.9383,4.23999977112,1.9500002,l
12688.69262,-23.4799995422,2.04,l
13020.76465,-1.72000002861,2.9100001,l
13277.00801,-0.479999989271,2.0599999,l
13280.98242,-2.75,2.53,l
13338.72949,-4.84999990463,3.6500001,l
13363.75966,-6.96999979019,2.9300001,l
13744.7084,2.04999995232,2.8199999,l
13751.75317,-11.5900001526,2.4100001,l
13773.69355,-17.2800006866,2.7,l
14071.88477,-8.43000030518,3.1300004,l
14073.74072,-4.13999986649,2.99,l
14102.7273,-13.0900001526,2.79,l
14103.70715,-17.8099994659,2.9100001,l
14340.98982,-33.2799987793,2.8399999,l
14783.7719,3.53999996185,2.8,l
14785.8801,2.16000008583,2.29,l
15110.982478,-6.37280999506,1.0945596,j
15256.708506,-2.47109168248,1.0077785,j
15260.7114,-4.26368452396,0.9893735,j
16197.02054,6.49050003022,1.1117873,j
16639.763109,-1.44975997939,1.1479535,j

