# star HD number, 142373
# Instrument codes:
#  p, Hamilton Spectrograph dewar 16
#  l, Hamilton Spectrograph all other dewars
#  k, pre-upgrade Keck HIRES (on or before August 19 2004)
#  j, post-upgrade Keck HIRES (after August 19 2004)
hjd-2440000,rv,rv_err,inst
7048.6711,-8.9700003,12.21,p
7094.6089,47.1800003,17.5100002,p
7224.98770513,-6.3402772,6.9254508,p
7350.83465697,-26.3622665,10.1825991,p
7373.8553,2.0699999,14.6400013,p
7389.6978,-25.0100002,14.2700005,p
7430.6322,-19.25,12.46,p
7431.6608,9.9899998,11.25,p
7613.01776195,22.0615597,12.8436289,p
7709.8331,16.9899998,13.9300003,p
7794.6489,26.25,17.3099995,p
7920.0958,18.3199997,17.9500008,p
7965.048,14.6300001,13.4200001,p
8017.92499813,-10.8166571,6.903707,p
8018.9719,-11.6199999,17.2299995,p
8113.69997899,3.116334,10.8415003,p
8114.74191766,-5.9866061,10.8931713,p
8374.9266411,-14.4967918,7.5142784,p
8375.9078,-8.6999998,16.8799992,p
8376.91402995,-6.6486263,8.239152,p
8437.86214969,-2.6461234,10.6125898,p
8438.77610473,3.5382485,9.760891,p
8746.93520458,8.2744703,12.0855389,p
8781.89462969,1.3549767,11.57197,p
8801.79894278,0.6790991,10.8814182,p
8833.69877266,18.1299362,11.1192122,p
8847.77309773,-2.9086623,8.7951813,p
8856.6676835,12.9606476,11.664011,p
8905.61144665,-4.1073942,8.2419176,p
9066.98190998,-21.6903915,10.8169117,p
9123.83704279,-24.284235,10.5674963,p
9173.79308279,-17.5483322,8.8326998,p
9481.82911375,-26.5733051,11.2137508,p
9603.6493,11.6700001,14.8299999,p
9802.03852028,9.8177795,2.8397644,l
9914.79883,6.77,2.1700001,l
9942.68784308,13.0162859,1.735993,l
10186.9244501,20.2914543,2.4332654,l
10202.9633779,13.6077366,3.4117203,l
10263.73438,9.3199997,2.0799999,l
10299.70801,8.1499996,2.51,l
10503.06152,-1.49,4.23,l
10610.81152,8.0299997,2.3199999,l
10614.78418,11.1899996,2.8900001,l
10640.74805,2.1400001,2.95,l
10655.72266,4.5,2.3199999,l
10893.03681,9.6700001,3.0799999,l
10979.79199,27.75,3.6199996,l
11005.75195,19.5699997,3.5699999,l
11298.92308,7.1799998,3.03,l
11299.83789,13.71,2.8699999,l
11627.97656,12.2700005,3.95,l
12085.76953,16.3099995,3.1199999,l
12101.7354044,-5.3329463,2.4602401,l
12105.7247426,15.3979797,2.4230707,l
12120.74121,13.9099998,3.1400003,l
12121.708706,11.162406,2.0139148,l
12122.7340001,5.8913312,2.1701512,l
12429.79785,-13.0900002,2.5799999,l
12449.79883,14.9200001,2.8800001,l
12450.7989982,20.7073708,2.1345847,l
12451.8567002,16.8929062,2.0231876,l
12797.8131641,-10.1621742,1.4443871,l
13072.99414,2.1199999,2.99,l
13081.0459,-5.1799998,3.28,l
13107.91211,-4.4499998,3.0799999,l
13363.09447,-7.52,3.2,l
13364.09802,-4.6799998,3.03,l
13461.00594,-4.1900001,3.0199997,l
13474.97073,-5.0,3.1199999,l
13475.8901,-3.27,3.22,l
13476.84194,-12.5900002,2.78,l
13477.86799,-14.9300003,2.6800001,l
13478.93064,-17.3700008,2.9100001,l
13479.9261,-18.2900009,3.1099999,l
13511.80009,-9.5,2.49,l
13512.81103,-6.4499998,2.71,l
13523.80632,-0.65,2.8399999,l
13541.7953259,2.9988911,2.599529,l
13553.73143,-8.5100002,2.53,l
13554.72773,-2.8299999,3.0799999,l
13555.72883,8.5100002,2.6200001,l
13556.72749,-7.8699999,2.6800001,l
13558.770751,-2.9918957,2.1832848,l
13559.7829213,-0.6961244,2.2606213,l
13745.09111,-5.4000001,2.9000001,l
13868.83251,-13.71,3.0899999,l
13897.781596,7.3984599,2.1508048,l
14196.91624,-6.6599998,3.0199997,l
14253.777547,3.5340145,1.8134096,l
14254.7540121,2.6912668,1.5037704,l
14549.00847,-5.8499999,3.0700002,l
14597.8995286,4.5035872,1.8026305,l
14598.8681477,-0.9726633,2.8264866,l
14622.8158153,-4.745512,1.394202,l

